file,executionTime,iterations,stripeSteps,totalSteps,executionTimeIcycle,iterationsIcycle,stripeStepsIcycle,totalStepsIcycle
245.txt,0.0,4,84,184,0.0,5,115,240
246.txt,0.0,4,68,176,0.0,5,125,240
247.txt,0.0,4,72,180,0.9968280792236328,5,125,240
248.txt,0.0,4,68,180,0.0,5,125,240
249.txt,0.5409717559814453,4,92,180,0.0,5,115,240
25.txt,0.0,4,72,180,1.2729167938232422,5,125,240
250.txt,0.0,4,72,180,0.0,5,125,240
251.txt,0.0,4,68,188,0.0,4,68,188
252.txt,0.0,4,68,184,0.0,5,115,240
253.txt,0.0,4,68,176,0.0,5,115,240
254.txt,0.0,4,56,180,0.0,5,125,240
255.txt,0.0,4,76,188,0.0,5,110,235
256.txt,0.9982585906982422,4,64,184,1.0001659393310547,5,125,240
257.txt,0.0,4,76,184,1.0061264038085938,5,125,240
258.txt,0.0,5,105,230,0.0,5,130,240
259.txt,0.0,4,80,184,0.99945068359375,5,130,240
26.txt,1.0113716125488281,4,72,184,0.0,4,80,192
260.txt,0.0,5,115,235,0.0,5,125,240
261.txt,0.0,4,64,176,0.0,5,125,240
262.txt,1.0273456573486328,4,68,188,0.0,5,110,240
263.txt,0.0,4,64,184,0.0,5,115,240
264.txt,0.0,4,68,180,0.0,5,110,240
266.txt,0.0,4,72,184,1.268148422241211,6,246,588
267.txt,0.9927749633789062,4,68,184,0.0,5,110,240
268.txt,0.9779930114746094,4,76,184,0.0,5,125,240
269.txt,0.0,4,68,184,0.0,5,125,240
27.txt,0.0,4,76,180,0.0,5,150,240
270.txt,0.0,4,56,180,0.0,5,125,240
271.txt,0.0,4,68,180,0.0,5,100,235
272.txt,0.0,4,68,188,1.001119613647461,5,110,235
273.txt,0.0,4,72,176,0.9992122650146484,5,115,240
274.txt,0.0,4,64,180,1.0056495666503906,4,80,192
275.txt,0.0,4,64,180,1.0018348693847656,5,115,240
276.txt,0.0,4,68,180,1.0001659393310547,5,125,240
277.txt,0.0,4,60,180,0.0,5,105,235
278.txt,1.0001659393310547,4,64,184,0.0,5,110,235
279.txt,0.0,4,52,172,0.0,5,115,240
28.txt,0.0,4,72,184,0.0,5,115,240
280.txt,0.0,4,72,180,1.5091896057128906,5,125,240
281.txt,0.9720325469970703,4,64,180,0.0,5,140,240
282.txt,0.0,4,68,184,0.9975433349609375,5,110,235
283.txt,1.0006427764892578,4,72,188,0.0,5,100,235
284.txt,0.0,4,72,184,0.0,5,130,240
285.txt,0.0,4,68,180,0.0,5,115,235
286.txt,0.0,4,64,180,0.0,5,130,240
287.txt,0.0,4,48,180,0.0,5,110,240
288.txt,0.0,5,100,235,0.99945068359375,5,110,235
29.txt,0.0,4,48,188,0.0,4,84,188
290.txt,1.0113716125488281,4,76,180,0.0,6,294,588
291.txt,0.0,4,72,180,0.0,5,125,240
292.txt,0.0,4,68,176,0.0,5,110,240
293.txt,0.0,4,76,184,0.0,5,110,240
294.txt,0.9996891021728516,4,60,176,1.028299331665039,5,115,240
295.txt,1.0099411010742188,4,64,184,0.0,5,115,240
296.txt,0.8084774017333984,4,52,176,0.0,5,105,240
297.txt,1.001119613647461,4,72,184,0.0,4,80,192
298.txt,0.0,4,72,188,0.0,4,76,188
299.txt,0.0,5,115,230,0.0,5,125,240
30.txt,0.0,5,100,225,0.0,5,150,240
300.txt,0.0,4,72,184,0.0,5,110,235
301.txt,0.0,4,68,176,0.99945068359375,5,115,240
302.txt,0.0,4,52,180,0.0,5,110,235
303.txt,0.0,4,68,180,0.0,5,130,240
304.txt,0.0,4,64,172,0.6918907165527344,5,115,240
305.txt,0.0,5,100,220,0.0,5,130,240
306.txt,0.0,4,76,180,0.0,4,80,192
307.txt,0.0,4,80,188,0.0,5,95,235
308.txt,0.9980201721191406,4,68,188,0.0,5,115,240
309.txt,0.0,5,105,235,0.0,5,110,235
31.txt,0.0,4,80,184,1.0113716125488281,5,130,240
310.txt,0.0,5,130,230,1.0020732879638672,5,150,240
311.txt,0.0,4,68,188,0.0,5,150,240
312.txt,1.0380744934082031,5,110,235,0.0,5,115,240
313.txt,1.0454654693603516,4,68,176,0.9999275207519531,4,76,180
314.txt,0.9987354278564453,4,64,184,1.0001659393310547,5,110,240
315.txt,0.0,4,68,184,0.9725093841552734,5,115,240
316.txt,0.0,4,56,184,1.0068416595458984,5,110,235
317.txt,0.0,5,115,230,0.0,5,125,240
318.txt,0.0,5,105,230,0.0,5,115,240
319.txt,0.0,4,68,180,0.5135536193847656,5,115,240
32.txt,0.0,4,68,184,1.0061264038085938,5,140,240
320.txt,0.0,4,72,180,0.0,4,80,192
321.txt,0.0,4,68,180,0.0,5,110,235
322.txt,0.0,4,72,184,0.0,5,110,240
323.txt,0.0,4,64,184,0.5047321319580078,5,125,240
324.txt,0.9789466857910156,4,52,180,0.0,5,110,240
325.txt,0.0,5,115,230,0.9996891021728516,5,140,240
326.txt,1.0039806365966797,4,80,180,0.0,5,130,240
327.txt,0.0,4,68,184,1.0304450988769531,5,110,235
328.txt,1.0001659393310547,4,68,180,0.0,5,115,240
329.txt,0.9999275207519531,5,95,225,0.5044937133789062,5,130,240
33.txt,0.0,4,72,188,1.0404586791992188,5,100,235
330.txt,0.0,4,84,184,0.9617805480957031,5,150,240
331.txt,0.0,4,72,176,0.0,5,110,240
332.txt,0.0,4,72,180,0.0,5,130,240
333.txt,0.0,4,68,188,0.0,4,80,192
334.txt,0.0,4,76,184,0.0,5,115,240
335.txt,1.5039443969726562,5,95,235,0.0,5,105,235
336.txt,0.9996891021728516,4,60,184,0.0,5,100,235
337.txt,0.0,4,80,184,0.0,5,140,240
338.txt,0.0,4,72,184,0.0,5,125,235
339.txt,0.0,4,76,180,1.5110969543457031,5,125,240
34.txt,0.0,4,64,188,0.0,4,80,192
340.txt,0.0,4,68,180,0.0,5,115,240
341.txt,0.0,4,76,188,0.0,5,100,240
342.txt,1.0004043579101562,4,64,180,0.0,4,80,192
343.txt,1.0271072387695312,4,72,176,0.0,5,115,240
344.txt,0.0,4,72,184,0.0,5,110,235
345.txt,0.0,4,88,184,1.0101795196533203,5,130,240
346.txt,0.0,4,64,180,1.032114028930664,5,115,240
347.txt,0.0,4,64,180,0.0,5,125,240
348.txt,0.0,4,64,184,0.0,5,140,240
349.txt,0.0,4,72,184,1.5439987182617188,5,115,240
35.txt,0.0,4,64,180,0.0,5,115,240
350.txt,0.0,4,76,184,0.0,4,80,188
351.txt,0.0,4,60,176,0.0,5,110,240
353.txt,0.0,4,56,184,1.504659652709961,6,318,582
354.txt,0.0,4,64,180,0.0,4,76,188
355.txt,0.0,5,95,235,0.0,5,95,240
356.txt,1.0063648223876953,5,110,235,0.0,5,115,240
357.txt,0.0,4,68,180,0.0,5,115,240
358.txt,0.0,4,72,184,0.0,5,115,240
359.txt,1.0006427764892578,4,68,184,0.5097389221191406,5,110,235
36.txt,0.0,4,60,180,1.0018348693847656,5,115,240
360.txt,0.0,4,60,184,0.995635986328125,4,80,192
361.txt,1.0004043579101562,4,68,180,0.0,5,110,240
362.txt,0.0,4,60,184,0.0,4,80,192
363.txt,1.0006427764892578,5,105,225,0.0,5,110,230
364.txt,1.0077953338623047,4,72,180,0.9999275207519531,5,130,240
365.txt,0.0,4,76,184,0.9999275207519531,5,115,240
366.txt,0.0,4,64,180,0.0,5,115,240
367.txt,1.0008811950683594,5,110,225,1.0023117065429688,5,130,240
368.txt,0.0,4,80,188,0.0,5,110,240
369.txt,0.0,4,72,176,0.0,5,125,240
37.txt,0.0,4,72,188,0.9977817535400391,4,76,188
370.txt,0.0,4,64,180,0.0,5,100,235
371.txt,0.0,5,110,230,0.995635986328125,5,130,240
372.txt,0.0,4,68,176,0.0,5,115,240
373.txt,0.0,4,64,180,0.0,5,140,245
374.txt,0.9996891021728516,4,68,188,0.0,5,160,240
375.txt,0.9996891021728516,4,72,180,1.04522705078125,5,150,240
376.txt,0.0,4,72,184,1.0426044464111328,4,72,188
377.txt,0.0,4,76,188,0.0,5,115,240
378.txt,0.9992122650146484,4,68,184,0.5471706390380859,5,125,240
379.txt,1.0001659393310547,4,68,184,1.0001659393310547,5,110,240
38.txt,0.0,4,80,184,0.0,5,110,235
380.txt,0.0,4,64,184,1.0063648223876953,5,125,240
381.txt,0.0,4,72,180,0.0,5,125,240
382.txt,0.0,4,48,180,1.0004043579101562,5,115,240
383.txt,0.0,4,88,188,0.0,5,125,240
384.txt,0.0,5,95,220,0.6074905395507812,5,130,240
385.txt,0.5080699920654297,4,60,180,0.9984970092773438,5,100,235
386.txt,1.004934310913086,5,115,230,0.0,5,125,240
387.txt,0.9999275207519531,4,68,180,0.0,4,68,188
388.txt,0.9999275207519531,4,72,184,1.0445117950439453,5,110,235
389.txt,0.0,4,72,176,0.5118846893310547,5,125,240
39.txt,0.0,4,72,188,0.0,5,115,240
390.txt,0.0,4,76,188,1.01470947265625,5,150,240
391.txt,0.9958744049072266,4,68,176,1.0006427764892578,5,100,235
392.txt,0.0,4,60,176,0.0,5,125,240
393.txt,0.0,4,68,184,0.0,5,130,240
394.txt,0.0,4,64,180,1.0001659393310547,5,130,240
395.txt,0.0,4,64,184,0.0,5,115,240
396.txt,0.9996891021728516,4,80,188,0.0,5,125,240
397.txt,0.9992122650146484,4,80,184,1.0025501251220703,4,80,192
398.txt,0.0,5,110,240,0.9975433349609375,5,110,240
399.txt,1.0001659393310547,5,105,235,0.0,5,125,240
4.txt,0.0,4,60,180,0.5342960357666016,6,252,588
40.txt,0.0,4,72,184,0.9975433349609375,5,110,235
400.txt,0.0,4,56,176,0.5049705505371094,5,100,235
401.txt,0.0,5,100,225,0.0,5,115,240
402.txt,1.5363693237304688,5,110,230,0.9999275207519531,5,115,240
403.txt,0.0,4,76,188,0.0,5,115,240
405.txt,0.0,4,64,176,0.51116943359375,6,324,588
406.txt,0.0,4,60,184,0.0,5,110,235
407.txt,0.0,5,105,230,0.0,4,80,192
408.txt,0.0,4,60,180,0.0,5,130,240
409.txt,1.003265380859375,4,72,184,0.0,5,100,235
41.txt,0.0,4,76,180,0.0,5,125,240
410.txt,0.0,5,100,230,0.0,5,115,240
411.txt,0.0,4,72,188,0.0,5,130,240
412.txt,0.0,4,60,180,0.9987354278564453,4,80,192
413.txt,1.0004043579101562,5,105,235,0.0,5,110,235
414.txt,0.0,4,68,180,0.0,5,100,235
415.txt,0.0,4,56,180,0.0,5,110,235
416.txt,0.0,4,80,188,0.0,5,120,240
417.txt,0.6906986236572266,4,84,184,0.9996891021728516,5,125,240
418.txt,0.0,4,72,184,0.0,5,115,240
419.txt,0.0,4,84,184,0.0,5,125,240
42.txt,1.0056495666503906,5,100,225,0.0,5,130,240
420.txt,0.0,4,76,184,0.0,5,150,240
421.txt,0.0,4,76,184,1.0001659393310547,5,150,240
422.txt,0.0,4,76,180,1.0013580322265625,5,125,240
423.txt,1.0001659393310547,4,60,180,0.0,5,110,235
424.txt,0.0,5,115,240,0.0,5,120,240
425.txt,1.0063648223876953,4,80,184,0.0,5,115,240
426.txt,0.0,4,68,180,0.0,5,115,240
427.txt,0.0,4,52,176,1.5025138854980469,5,115,240
428.txt,0.0,5,125,230,1.0004043579101562,5,150,240
429.txt,0.0,5,115,235,1.001119613647461,5,115,240
43.txt,1.004934310913086,4,52,180,0.0,4,76,188
430.txt,0.0,4,56,180,0.0,5,110,235
431.txt,0.0,4,60,180,1.0695457458496094,4,80,192
432.txt,0.0,4,76,184,1.0020732879638672,5,105,235
433.txt,0.0,4,60,176,0.0,5,115,240
434.txt,0.0,4,64,184,0.5054473876953125,5,110,235
435.txt,0.0,4,84,184,0.0,5,130,240
436.txt,0.0,4,60,184,0.0,5,130,240
437.txt,0.0,4,68,176,0.0,5,100,235
438.txt,0.0,4,52,176,0.0,5,100,235
439.txt,0.0,4,60,176,1.5060901641845703,5,125,240
44.txt,0.0,4,64,176,0.0,5,115,240
440.txt,0.0,4,64,184,0.0,4,80,192
441.txt,0.0,4,72,180,1.0008811950683594,5,130,240
442.txt,1.0063648223876953,4,72,184,0.0,5,130,240
443.txt,0.0,5,130,230,0.0,5,160,240
444.txt,0.0,5,105,225,0.0,5,130,240
445.txt,0.9999275207519531,4,68,184,1.0068416595458984,5,130,240
446.txt,0.0,5,115,235,0.0,5,115,240
447.txt,0.0,4,68,180,0.0,5,130,240
448.txt,0.6327629089355469,4,72,188,0.0,5,110,240
449.txt,0.0,4,60,180,0.0,5,115,240
450.txt,0.0,4,68,184,1.0004043579101562,5,130,240
451.txt,1.1548995971679688,4,64,184,1.039743423461914,5,100,235
452.txt,0.0,4,76,188,0.0,5,125,240
453.txt,0.0,4,60,176,0.0,5,115,240
454.txt,0.9999275207519531,4,60,184,0.0,4,80,192
455.txt,0.5445480346679688,5,100,230,0.99945068359375,5,105,235
456.txt,0.0,4,80,184,1.3399124145507812,5,130,240
457.txt,0.0,4,76,188,0.0,5,110,240
458.txt,1.5437602996826172,4,80,188,0.0,5,115,240
459.txt,0.0,4,80,180,0.99945068359375,5,130,240
46.txt,0.0,4,76,188,1.0023117065429688,6,264,588
460.txt,0.0,4,76,184,0.0,5,125,240
461.txt,1.0192394256591797,4,64,188,1.0066032409667969,4,84,188
462.txt,0.0,4,56,176,0.0,5,115,240
463.txt,0.0,4,80,180,0.0,5,105,235
464.txt,0.0,4,68,180,1.0323524475097656,5,125,240
465.txt,0.0,4,52,180,0.0,5,110,235
466.txt,0.0,5,100,230,0.0,5,130,240
467.txt,1.0025501251220703,4,60,180,1.5058517456054688,5,105,235
468.txt,0.0,4,72,176,1.0018348693847656,5,125,240
469.txt,0.0,4,60,184,0.0,5,125,240
47.txt,0.0,4,84,184,0.0,5,125,240
471.txt,0.0,4,56,172,0.0,6,318,582
472.txt,0.0,4,64,188,0.0,4,80,192
473.txt,0.0,4,72,180,1.0280609130859375,5,125,240
474.txt,0.7395744323730469,4,76,180,1.0013580322265625,5,140,240
475.txt,0.0,4,76,184,0.0,5,110,235
476.txt,0.0,4,76,188,0.0,5,115,240
477.txt,0.0,4,60,184,1.0268688201904297,4,84,188
478.txt,0.0,4,64,184,0.0,5,100,235
479.txt,0.0,4,60,180,0.0,4,76,188
48.txt,0.0,4,64,184,1.0063648223876953,5,115,240
480.txt,1.5323162078857422,4,72,188,0.0,5,110,235
481.txt,0.0,4,64,180,0.0,4,80,192
482.txt,0.0,4,72,184,0.0,5,110,235
483.txt,0.0,4,64,180,1.0001659393310547,5,115,240
484.txt,0.0,4,80,184,0.0,5,115,240
485.txt,0.0,4,60,176,0.0,5,110,240
486.txt,0.0,4,68,176,1.0344982147216797,5,115,240
487.txt,0.6382465362548828,5,110,240,0.0,5,130,240
488.txt,0.9996891021728516,4,80,184,0.0,5,125,240
489.txt,0.0,4,64,188,1.0082721710205078,4,84,192
49.txt,0.0,4,84,184,0.0,4,84,188
490.txt,0.0,4,64,176,0.0,5,130,240
491.txt,0.0,4,64,180,1.0001659393310547,5,100,235
492.txt,1.0061264038085938,4,64,188,0.0,5,125,240
493.txt,1.005411148071289,4,72,180,0.0,5,110,235
494.txt,0.0,4,68,184,0.0,5,115,240
495.txt,0.0,4,68,180,1.0445117950439453,5,125,240
496.txt,1.0063648223876953,4,68,184,0.0,5,115,240
497.txt,0.0,4,76,184,1.0116100311279297,5,125,240
498.txt,0.0,5,110,230,0.0,5,125,240
499.txt,0.0,4,60,176,0.0,5,130,240
5.txt,0.0,4,68,176,1.0004043579101562,5,110,240
50.txt,0.0,4,84,192,0.0,5,130,240
500.txt,0.0,4,68,180,1.0342597961425781,5,100,235
501.txt,0.0,4,72,184,0.0,4,72,188
502.txt,0.0,4,64,180,0.0,5,115,240
503.txt,0.0,4,72,184,0.0,5,110,240
504.txt,0.0,4,68,180,0.0,4,80,192
505.txt,0.0,4,72,184,1.1250972747802734,5,110,235
506.txt,0.0,5,130,235,0.0,5,130,240
507.txt,0.0,4,56,184,0.0,5,125,240
508.txt,0.0,4,76,184,0.0,5,130,240
509.txt,0.0,4,68,184,0.0,5,115,240
51.txt,0.0,4,72,184,0.9992122650146484,5,130,240
510.txt,0.9973049163818359,4,76,184,1.0445117950439453,5,110,235
511.txt,0.0,4,68,188,0.0,5,115,240
512.txt,1.0344982147216797,4,68,184,0.0,5,105,235
513.txt,0.0,4,68,176,1.0306835174560547,5,110,235
514.txt,0.0,4,56,176,0.0,5,110,240
515.txt,0.0,4,56,180,0.0,5,100,235
516.txt,0.0,5,105,235,0.0,5,110,235
517.txt,1.001119613647461,4,64,180,0.0,5,110,235
518.txt,0.0,4,72,184,1.0004043579101562,5,110,240
519.txt,0.0,4,84,180,0.0,5,115,240
52.txt,1.0361671447753906,5,110,230,1.0001659393310547,5,140,240
520.txt,0.0,4,64,180,0.0,4,80,192
521.txt,0.0,5,95,225,0.9586811065673828,5,125,240
522.txt,0.0,4,72,188,1.0013580322265625,5,130,240
523.txt,0.9987354278564453,4,68,184,0.0,5,120,240
524.txt,0.0,4,60,184,1.0001659393310547,5,125,240
525.txt,1.0001659393310547,4,56,184,0.0,5,125,240
526.txt,1.001596450805664,4,72,180,0.0,5,115,240
527.txt,0.0,4,68,180,1.0080337524414062,5,125,240
528.txt,0.0,5,110,230,0.0,5,150,240
529.txt,0.0,4,60,176,0.0,5,125,240
53.txt,0.0,4,60,180,0.0,4,76,188
531.txt,0.0,4,76,184,0.0,6,264,588
532.txt,0.0,4,72,184,0.0,5,125,240
533.txt,0.0,4,72,184,0.0,5,115,240
534.txt,0.0,5,100,230,0.0,5,130,240
535.txt,1.505136489868164,5,105,230,0.0,5,140,240
536.txt,0.0,4,68,184,0.0,5,115,240
537.txt,0.0,5,105,225,0.0,5,115,240
538.txt,1.003265380859375,4,80,184,0.0,5,140,240
539.txt,0.0,4,84,184,1.5358924865722656,5,125,240
54.txt,1.0001659393310547,4,64,184,0.0,5,130,240
540.txt,0.0,5,105,230,0.0,5,125,240
541.txt,0.0,4,72,184,0.0,5,100,235
542.txt,0.0,5,120,235,1.0266304016113281,5,165,245
543.txt,1.0001659393310547,4,72,184,0.988006591796875,5,115,240
544.txt,0.5047321319580078,4,68,184,1.0027885437011719,5,100,235
545.txt,0.0,4,72,188,1.0063648223876953,5,115,240
546.txt,1.0008811950683594,4,76,184,0.0,5,100,235
547.txt,1.0068416595458984,4,84,184,0.0,5,135,240
548.txt,0.0,4,60,180,0.0,5,100,235
549.txt,0.0,4,64,180,0.5023479461669922,5,110,235
55.txt,0.0,4,64,188,0.0,5,115,240
550.txt,0.0,4,72,184,0.0,5,115,240
551.txt,0.0,4,76,176,1.0004043579101562,5,110,235
552.txt,0.0,4,72,188,1.0380744934082031,5,115,240
553.txt,1.0051727294921875,5,110,225,0.0,5,160,240
554.txt,0.0,4,64,176,1.0008811950683594,5,115,240
555.txt,0.0,5,115,235,0.0,5,125,240
