file,executionTime,steps,executionTimeIcycle,stepsIcycle
261.txt,0.0,6,1.0242462158203125,12
262.txt,0.0,6,0.0,10
263.txt,0.0,4,0.0,11
264.txt,0.0,4,0.0,10
266.txt,0.0,9,0.0,11
267.txt,0.0,6,0.0,10
268.txt,0.0,7,0.0,12
269.txt,0.0,7,0.0,12
27.txt,0.0,4,0.0,15
270.txt,0.0,5,0.0,12
271.txt,0.0,7,0.0,9
272.txt,0.0,8,0.0,10
273.txt,0.0,8,0.0,11
274.txt,0.0,5,0.0,9
275.txt,0.0,6,0.0,11
276.txt,0.0,7,0.0,12
277.txt,0.0,4,0.0,9
278.txt,0.0,6,0.0,10
279.txt,0.0,5,0.0,11
28.txt,0.0,8,0.0,11
280.txt,0.0,9,0.0,12
281.txt,0.0,2,0.0,14
282.txt,0.0,7,0.0,10
283.txt,0.0,8,0.0,9
284.txt,0.0,9,0.0,10
285.txt,0.0,9,0.0,11
286.txt,0.0,7,0.0,13
287.txt,0.0,6,0.0,10
288.txt,0.0,8,0.0,10
29.txt,0.0,6,0.0,9
290.txt,0.0,7,0.0,12
291.txt,0.0,9,0.0,12
292.txt,0.0,6,0.0,10
293.txt,0.0,6,1.001119613647461,10
294.txt,0.0,6,0.0,11
295.txt,0.0,7,0.9996891021728516,11
296.txt,0.0,5,0.0,10
297.txt,0.0,4,0.0,9
298.txt,0.0,8,0.5323886871337891,8
299.txt,0.0,7,0.0,12
30.txt,0.0,4,0.0,15
300.txt,0.0,7,0.0,10
301.txt,0.0,8,0.0,11
302.txt,0.0,7,0.0,10
303.txt,0.0,5,0.0,13
304.txt,0.0,6,0.0,11
305.txt,0.0,8,0.0,13
306.txt,0.0,7,0.0,9
307.txt,0.0,9,0.0,10
308.txt,0.0,7,0.0,11
309.txt,0.0,7,0.0,10
31.txt,0.0,8,0.0,13
310.txt,0.0,12,0.0,15
311.txt,0.0,4,0.0,15
312.txt,0.0,11,0.0,11
313.txt,0.0,3,0.0,3
314.txt,0.9837150573730469,7,0.0,10
315.txt,0.0,4,0.0,11
316.txt,0.0,5,0.0,10
317.txt,0.0,7,0.0,12
318.txt,0.0,9,0.0,11
319.txt,0.0,5,0.0,11
32.txt,0.0,8,0.0,14
320.txt,0.0,4,0.0,9
321.txt,0.0,7,0.0,9
322.txt,0.0,10,0.0,10
323.txt,0.0,7,0.0,12
324.txt,1.0030269622802734,5,0.0,10
325.txt,0.0,8,0.0,14
326.txt,0.0,9,0.0,13
327.txt,0.0,8,0.0,10
328.txt,0.0,9,0.0,11
329.txt,0.0,9,0.0,13
33.txt,0.0,8,0.0,9
330.txt,0.0,6,0.0,15
331.txt,0.0,6,0.0,10
332.txt,0.0,7,0.0,13
333.txt,0.0,8,0.0,9
334.txt,0.0,6,0.0,11
335.txt,0.0,8,0.0,8
336.txt,0.0,6,0.0,9
337.txt,0.0,7,0.0,14
338.txt,0.0,1,0.0,12
339.txt,0.0,8,0.0,12
34.txt,0.0,5,0.0,9
340.txt,0.0,6,0.5061626434326172,11
341.txt,0.0,8,0.0,8
342.txt,0.0,7,0.0,9
343.txt,0.0,3,0.0,11
344.txt,0.0,8,0.9572505950927734,10
345.txt,0.0,11,0.0,13
346.txt,0.0,6,0.9887218475341797,11
347.txt,0.0,5,1.0008811950683594,12
348.txt,0.0,4,0.0,14
349.txt,0.0,8,0.0,11
35.txt,0.0,2,0.0,11
350.txt,0.0,5,0.0,8
351.txt,0.0,6,0.0,10
353.txt,0.0,4,0.0,10
354.txt,0.0,8,0.0,8
355.txt,0.0,6,0.0,6
356.txt,0.0,6,0.0,11
357.txt,1.0030269622802734,3,0.0,11
358.txt,0.0,6,0.0,11
359.txt,0.0,8,0.0,10
36.txt,0.6241798400878906,6,0.0,11
360.txt,0.0,7,0.0,9
361.txt,0.0,7,0.0,10
362.txt,0.0,7,0.0,9
363.txt,0.0,4,0.0,6
364.txt,0.0,6,0.0,13
365.txt,0.0,9,0.0,11
366.txt,0.0,7,0.0,11
367.txt,0.0,9,0.0,13
368.txt,0.0,3,0.0,10
369.txt,0.0,8,0.0,12
37.txt,0.0,3,0.9925365447998047,8
370.txt,0.0,6,0.0,9
371.txt,0.0,9,0.0,13
372.txt,0.0,4,0.0,11
373.txt,0.0,5,0.0,14
374.txt,0.0,3,0.0,16
375.txt,0.0,8,0.0,15
376.txt,0.0,2,0.0,7
377.txt,0.0,8,0.0,11
378.txt,0.0,8,0.0,12
379.txt,0.0,6,0.0,10
38.txt,0.0,8,0.0,10
380.txt,0.0,4,0.0,12
381.txt,0.0,6,0.0,12
382.txt,0.0,4,0.0,11
383.txt,1.001119613647461,9,0.0,12
384.txt,0.0,1,0.0,13
385.txt,0.0,6,0.0,9
386.txt,0.0,11,0.0,12
387.txt,0.0,6,0.0,8
388.txt,0.0,8,0.0,10
389.txt,1.001596450805664,9,0.0,12
39.txt,0.0,7,0.0,11
390.txt,0.0,6,0.0,15
391.txt,0.0,3,0.0,9
392.txt,0.0,7,0.0,12
393.txt,0.0,5,0.0,12
394.txt,0.0,6,0.0,13
395.txt,0.0,6,0.0,11
396.txt,0.0,5,0.0,12
397.txt,0.0,2,0.0,9
398.txt,0.0,4,0.0,10
399.txt,0.0,10,0.0,12
4.txt,0.0,3,0.0,10
40.txt,0.0,8,0.0,10
400.txt,0.0,6,0.0,9
401.txt,0.0,1,0.0,11
402.txt,0.0,9,0.9975433349609375,11
403.txt,0.0,9,0.0,11
405.txt,0.0,4,0.0,13
406.txt,0.0,5,0.0,10
407.txt,0.0,5,0.0,9
408.txt,0.0,7,0.0,13
409.txt,0.0,5,0.0,9
41.txt,0.0,7,0.0,12
410.txt,0.0,3,0.0,11
411.txt,0.0,9,0.0,13
412.txt,1.0001659393310547,7,0.0,9
413.txt,1.001596450805664,3,0.0,10
414.txt,0.0,5,0.0,9
415.txt,0.0,5,1.0030269622802734,10
416.txt,0.0,8,0.0,11
417.txt,0.0,8,0.5340576171875,12
418.txt,0.0,9,0.0,11
419.txt,0.0,5,0.0,12
42.txt,0.0,8,0.0,13
420.txt,0.0,3,0.0,15
421.txt,0.0,9,0.0,15
422.txt,0.0,8,1.0423660278320312,12
423.txt,0.0,7,1.0285377502441406,10
424.txt,0.0,6,0.0,11
425.txt,0.0,10,0.0,11
426.txt,0.0,6,0.0,11
427.txt,0.0,5,0.0,11
428.txt,0.0,11,0.0,15
429.txt,0.0,7,0.0,11
43.txt,0.0,5,0.0,8
430.txt,0.0,7,0.0,10
431.txt,1.0347366333007812,5,0.0,9
432.txt,0.0,3,0.0,9
433.txt,0.0,7,0.0,11
434.txt,0.0,8,0.0,10
435.txt,0.0,10,0.0,13
436.txt,0.0,6,0.9713172912597656,13
437.txt,0.0,4,0.0,9
438.txt,0.0,7,0.0,9
439.txt,0.0,5,0.0,12
44.txt,0.0,4,0.0,11
440.txt,0.0,8,0.0,9
441.txt,0.0,7,0.0,13
442.txt,0.0,5,0.0,13
443.txt,0.0,4,0.0,16
444.txt,0.9984970092773438,5,0.0,13
445.txt,0.0,6,0.0,12
446.txt,0.9860992431640625,10,0.0,11
447.txt,0.0,6,0.0,13
448.txt,0.0,9,0.0,10
449.txt,0.0,4,0.0,11
450.txt,0.0,8,0.0,12
451.txt,0.0,7,0.0,9
452.txt,0.0,5,0.0,12
453.txt,0.0,6,0.0,11
454.txt,0.0,5,0.0,9
455.txt,0.0,10,0.0,10
456.txt,0.0,5,0.0,13
457.txt,0.0,4,0.0,10
458.txt,0.0,9,0.0,11
459.txt,0.0,9,0.0,13
46.txt,0.0,10,0.0,12
460.txt,0.0,8,0.0,12
461.txt,0.0,7,0.0,9
462.txt,0.0,4,0.0,11
463.txt,0.0,8,0.0,9
464.txt,0.0,3,0.0,12
465.txt,0.0,6,0.0,10
466.txt,0.0,7,0.0,13
467.txt,0.0,5,0.0,10
468.txt,0.0,6,0.0,12
469.txt,0.0,6,0.0,12
47.txt,0.0,9,0.0,12
471.txt,0.0,7,0.0,9
472.txt,0.0,9,0.0,9
473.txt,0.0,7,0.0,12
474.txt,0.0,6,0.0,14
475.txt,0.0,7,0.0,10
476.txt,0.0,6,0.0,11
477.txt,0.0,7,1.0001659393310547,9
478.txt,0.0,8,0.0,9
479.txt,0.0,2,0.9973049163818359,8
48.txt,0.0,8,0.0,11
480.txt,0.0,8,0.0,10
481.txt,0.0,4,0.0,9
482.txt,0.0,8,1.0089874267578125,10
483.txt,0.0,7,0.0,11
484.txt,0.0,5,0.0,11
485.txt,0.0,7,0.0,10
486.txt,0.0,9,0.0,11
487.txt,0.0,5,0.0,13
488.txt,0.0,6,1.0013580322265625,12
489.txt,0.0,6,0.0,9
49.txt,0.0,8,0.0,8
490.txt,0.0,5,0.0,13
491.txt,0.9987354278564453,5,0.0,9
492.txt,0.0,3,0.0,12
493.txt,0.0,9,0.0,10
494.txt,0.0,5,0.0,11
495.txt,0.0,6,0.0,12
496.txt,0.0,6,0.0,11
497.txt,0.0,6,0.0,12
498.txt,0.0,9,0.0,12
499.txt,0.0,3,0.0,13
5.txt,0.0,6,0.0,10
50.txt,0.0,8,0.0,13
500.txt,0.0,7,0.0,9
501.txt,1.039743423461914,4,0.0,4
502.txt,0.0,4,0.0,11
503.txt,0.0,7,0.0,10
504.txt,0.0,5,0.0,9
505.txt,0.0,2,0.0,10
506.txt,0.0,5,0.0,3
507.txt,0.0,3,0.0,12
508.txt,0.0,3,0.0,13
509.txt,0.0,7,0.0,11
51.txt,0.0,6,0.0,13
510.txt,0.0,1,0.0,10
511.txt,0.0,9,0.0,11
512.txt,0.0,8,0.0,10
513.txt,0.0,6,0.0,10
514.txt,0.0,5,0.9987354278564453,10
515.txt,0.0,5,0.0,9
516.txt,0.0,3,0.0,10
517.txt,0.0,6,0.0,10
518.txt,0.0,6,0.0,10
519.txt,0.0,10,0.0,11
52.txt,1.0390281677246094,10,0.0,14
520.txt,0.0,6,0.0,9
521.txt,0.0,5,0.0,12
522.txt,0.0,8,0.0,13
523.txt,0.0,6,0.0,12
524.txt,0.0,7,0.0,12
525.txt,0.0,2,0.0,12
526.txt,0.0,8,1.0290145874023438,11
527.txt,0.0,5,0.0,12
528.txt,0.0,8,0.0,15
529.txt,0.0,5,0.0,12
53.txt,0.0,4,0.0,8
531.txt,0.0,6,0.0,10
532.txt,0.0,9,0.0,12
533.txt,0.0,6,0.0,11
534.txt,0.0,5,0.0,13
535.txt,0.0,10,0.0,14
536.txt,0.0,4,0.0,11
537.txt,0.0,8,0.0,11
538.txt,0.0,7,0.0,14
539.txt,0.0,5,0.0,12
54.txt,0.0,5,0.0,13
540.txt,0.0,2,0.0,12
541.txt,0.0,8,0.0,9
542.txt,1.028299331665039,10,0.9698867797851562,17
543.txt,0.0,8,0.0,11
544.txt,1.0008811950683594,7,0.0,9
545.txt,0.0,5,0.9996891021728516,11
546.txt,0.0,1,0.0,1
547.txt,0.0,5,0.0,13
548.txt,0.0,8,0.0,9
549.txt,0.0,6,0.0,10
55.txt,0.0,8,0.0,11
550.txt,0.0,7,0.0,11
551.txt,0.0,6,0.0,8
552.txt,0.0,9,0.0,11
553.txt,0.0,4,0.0,16
554.txt,0.0,2,0.9999275207519531,11
555.txt,0.0,8,0.0,12
556.txt,0.0,3,0.0,12
557.txt,0.0,6,0.0,10
558.txt,0.0,11,0.0,12
56.txt,0.0,9,0.0,15
560.txt,0.0,9,0.0,10
561.txt,0.0,7,0.0,11
562.txt,0.0,8,0.0,12
563.txt,0.0,8,0.9989738464355469,13
564.txt,0.0,9,0.0,14
565.txt,0.0,8,0.0,12
566.txt,0.0,7,0.0,11
567.txt,0.0,5,0.0,10
568.txt,0.0,5,0.0,12
569.txt,0.5507469177246094,8,0.0,13
57.txt,1.0008811950683594,5,0.0,12
570.txt,0.0,6,0.0,8
571.txt,0.0,7,0.0,10
572.txt,0.0,3,0.0,10
573.txt,0.0,4,0.0,15
574.txt,0.0,7,0.0,11
575.txt,0.0,6,0.0,10
576.txt,0.0,8,0.0,12
577.txt,0.0,8,0.0,12
578.txt,0.0,9,0.0,11
579.txt,0.0,7,0.0,10
58.txt,0.0,4,0.0,9
580.txt,0.0,4,0.0,11
581.txt,1.0013580322265625,7,1.001596450805664,11
582.txt,0.0,2,0.0,11
583.txt,0.0,5,0.0,10
584.txt,0.0,4,0.0,12
585.txt,0.0,7,0.0,13
586.txt,0.0,3,0.0,10
587.txt,0.0,5,0.0,12
588.txt,0.0,8,0.0,14
589.txt,0.0,7,0.0,13
59.txt,0.0,6,0.0,10
590.txt,0.0,8,0.0,11
591.txt,0.0,4,0.0,12
592.txt,0.0,3,0.0,12
593.txt,0.0,6,0.0,10
594.txt,0.0,1,0.0,13
595.txt,0.0,6,0.0,12
596.txt,0.0,6,0.0,13
597.txt,0.0,6,0.0,11
598.txt,0.0,8,0.0,14
599.txt,0.0,6,0.0,11
6.txt,0.0,5,0.0,9
60.txt,0.0,5,0.0,12
600.txt,0.0,5,0.9636878967285156,13
601.txt,0.0,7,0.0,11
602.txt,0.0,7,0.0,10
603.txt,1.0008811950683594,6,0.0,12
604.txt,0.0,9,0.0,11
605.txt,0.0,8,0.0,12
606.txt,0.0,8,0.0,9
607.txt,0.0,9,0.0,14
608.txt,0.0,6,0.0,10
609.txt,0.0,8,0.0,11
61.txt,0.0,4,0.0,9
610.txt,0.0,11,0.0,12
611.txt,0.0,6,0.0,10
612.txt,0.0,8,0.0,12
613.txt,0.0,8,0.0,13
614.txt,1.001596450805664,4,0.0,11
615.txt,0.0,8,0.0,10
616.txt,0.0,10,0.0,11
617.txt,0.0,7,0.0,12
618.txt,0.0,2,0.0,9
619.txt,0.0,8,0.0,12
62.txt,0.0,7,0.0,11
620.txt,0.0,3,0.0,9
621.txt,0.0,5,0.9784698486328125,11
622.txt,0.0,9,0.0,12
623.txt,1.0368824005126953,8,0.0,11
624.txt,0.0,4,0.0,11
625.txt,0.0,3,0.0,10
626.txt,0.0,7,0.0,10
627.txt,0.9944438934326172,5,0.0,9
628.txt,0.0,5,0.0,11
629.txt,0.0,6,0.0,10
63.txt,0.0,3,0.0,13
630.txt,0.0,4,0.0,10
631.txt,0.0,3,0.0,10
632.txt,0.0,9,0.0,11
633.txt,0.0,7,0.0,11
634.txt,0.0,4,0.0,12
635.txt,0.0,2,0.0,11
636.txt,0.0,5,0.0,11
637.txt,0.0,8,0.0,10
638.txt,0.0,6,0.0,12
639.txt,0.0,5,0.0,9
64.txt,0.0,8,0.0,12
640.txt,0.0,7,0.0,11
641.txt,0.0,3,0.0,4
642.txt,0.0,5,1.0051727294921875,11
643.txt,0.0,5,0.0,12
644.txt,0.0,6,0.0,14
647.txt,0.0,7,0.0,14
648.txt,0.0,2,0.0,10
649.txt,0.0,7,0.0,8
65.txt,0.0,2,0.0,11
650.txt,0.0,5,0.0,10
651.txt,0.0,2,0.0,13
652.txt,0.0,7,0.0,13
653.txt,0.0,5,0.0,9
654.txt,0.0,7,0.0,10
655.txt,0.0,2,0.0,12
656.txt,0.0,6,1.0044574737548828,10
657.txt,0.0,9,0.0,10
658.txt,0.0,3,0.0,11
659.txt,0.0,9,0.0,13
66.txt,0.0,7,0.0,12
660.txt,0.0,9,0.0,11
661.txt,0.0,8,0.0,12
662.txt,0.0,5,0.0,9
663.txt,0.0,10,0.0,11
664.txt,1.001596450805664,8,0.0,13
665.txt,0.0,7,0.0,9
666.txt,0.0,1,0.0,9
668.txt,0.0,7,0.0,14
669.txt,0.0,4,0.0,13
67.txt,0.0,8,0.0,14
670.txt,0.0,6,0.0,11
671.txt,0.0,7,0.0,9
672.txt,0.0,8,0.0,10
673.txt,0.0,3,0.0,9
674.txt,0.0,9,0.0,10
675.txt,0.0,9,0.0,11
676.txt,0.0,7,0.0,12
677.txt,0.0,9,0.0,11
678.txt,0.0,10,0.0,14
679.txt,0.0,7,0.0,9
68.txt,0.0,4,0.0,10
681.txt,0.0,9,0.0,11
682.txt,0.0,1,0.0,10
683.txt,0.0,7,0.0,10
684.txt,0.0,9,0.0,13
685.txt,0.0,6,0.0,11
686.txt,0.0,6,0.5459785461425781,10
687.txt,0.0,7,0.0,10
688.txt,0.0,9,0.0,10
689.txt,0.0,10,0.0,10
69.txt,0.0,6,0.0,12
690.txt,0.0,8,0.0,11
691.txt,0.0,5,0.0,14
692.txt,0.0,5,0.0,10
693.txt,0.0,8,0.0,9
694.txt,0.0,4,1.0008811950683594,10
695.txt,0.0,9,0.0,12
696.txt,1.001596450805664,8,0.0,10
697.txt,0.0,5,0.0,11
698.txt,0.0,5,0.0,12
699.txt,0.0,5,0.0,11
7.txt,0.0,9,0.0,14
70.txt,0.0,7,0.0,7
700.txt,0.0,5,0.0,9
701.txt,0.0,6,0.0,10
702.txt,0.9989738464355469,7,0.0,10
703.txt,0.0,5,1.0004043579101562,10
704.txt,0.0,4,0.0,10
705.txt,0.0,5,0.0,12
706.txt,0.0,7,0.9984970092773438,9
707.txt,0.0,5,0.0,8
708.txt,0.0,7,0.0,11
709.txt,0.0,4,0.0,12
71.txt,0.0,3,0.0,9
710.txt,0.0,2,0.0,1
711.txt,0.0,8,1.0094642639160156,13
712.txt,0.0,7,0.0,12
713.txt,0.0,4,0.0,13
714.txt,0.0,5,0.0,11
715.txt,0.0,6,0.0,9
716.txt,0.0,10,0.0,13
717.txt,0.0,7,0.0,12
718.txt,0.0,7,0.0,11
719.txt,0.0,10,0.9987354278564453,12
72.txt,0.0,6,0.0,11
720.txt,0.0,7,0.0,12
722.txt,0.0,7,0.0,11
723.txt,0.0,5,0.0,9
724.txt,0.0,3,0.0,11
725.txt,0.0,7,0.0,11
726.txt,0.0,7,1.0058879852294922,10
727.txt,0.0,6,0.0,15
728.txt,0.0,6,0.9779930114746094,7
729.txt,0.0,7,0.0,13
73.txt,0.0,8,0.0,13
730.txt,0.0,9,0.0,11
731.txt,0.0,6,0.0,14
732.txt,0.0,7,0.0,10
733.txt,0.0,6,0.5891323089599609,11
734.txt,0.0,1,0.0,9
735.txt,0.0,12,0.0,14
736.txt,0.0,5,0.0,14
737.txt,0.0,7,0.0,7
738.txt,0.0,4,0.0,12
739.txt,0.0,6,0.0,10
74.txt,0.0,7,0.0,12
741.txt,0.0,11,0.0,11
742.txt,0.0,4,0.0,9
743.txt,0.0,4,0.0,14
744.txt,0.0,9,0.0,12
745.txt,0.0,5,0.0,11
746.txt,0.0,4,0.0,11
747.txt,0.0,6,0.0,11
748.txt,0.0,6,0.0,11
749.txt,0.0,8,0.0,10
75.txt,0.0,7,0.0,10
750.txt,0.0,8,0.0,12
751.txt,0.0,8,0.0,8
752.txt,0.0,4,0.0,13
753.txt,0.0,7,0.0,12
754.txt,0.0,6,0.0,10
756.txt,0.0,8,0.0,10
757.txt,0.0,6,0.0,12
758.txt,0.0,6,0.0,10
759.txt,0.0,4,0.0,13
76.txt,0.0,5,0.0,10
760.txt,0.0,7,0.0,11
761.txt,0.0,11,0.0,12
762.txt,0.0,8,0.0,10
763.txt,0.0,8,0.0,13
764.txt,0.0,10,0.0,11
765.txt,0.0,7,0.0,9
766.txt,0.0,7,1.0006427764892578,12
767.txt,0.0,6,0.0,9
768.txt,0.0,6,0.0,13
769.txt,0.0,7,0.0,8
77.txt,0.0,5,0.0,11
770.txt,0.0,5,0.0,11
771.txt,0.5679130554199219,3,0.0,11
772.txt,0.0,6,0.0,10
773.txt,0.0,5,0.0,9
774.txt,0.0,6,0.0,10
775.txt,0.0,8,0.0,10
776.txt,0.0,6,0.0,10
777.txt,0.0,7,0.0,11
778.txt,0.0,5,0.0,10
779.txt,0.0,3,0.0,12
78.txt,0.0,7,0.0,13
780.txt,0.0,7,0.0,11
781.txt,0.0,3,0.0,12
782.txt,0.0,6,0.0,9
783.txt,0.0,1,0.0,1
784.txt,0.0,8,0.0,10
785.txt,0.0,4,0.0,11
786.txt,0.0,7,0.0,11
787.txt,0.0,7,0.0,11
788.txt,0.0,7,0.0,11
789.txt,0.0,7,0.0,10
79.txt,0.0,6,0.0,14
790.txt,0.0,8,0.0,9
791.txt,0.0,9,0.0,11
792.txt,0.0,5,0.0,10
793.txt,0.9927749633789062,5,0.0,12
794.txt,0.0,6,0.0,12
795.txt,0.0,7,0.0,11
796.txt,0.0,4,0.0,9
797.txt,0.0,5,0.0,10
798.txt,0.0,7,0.0,12
8.txt,0.0,7,0.0,14
80.txt,0.0,6,0.0,12
800.txt,0.0,3,0.0,8
801.txt,0.0,8,0.0,10
802.txt,0.0,3,0.0,9
803.txt,1.001119613647461,6,0.0,11
804.txt,0.5412101745605469,7,0.0,12
805.txt,0.0,6,0.0,10
806.txt,0.0,7,0.0,11
807.txt,0.0,9,0.0,10
808.txt,0.0,8,0.0,12
809.txt,0.0,5,0.0,13
81.txt,1.01470947265625,8,0.0,9
810.txt,0.0,8,0.0,11
811.txt,0.0,6,0.0,11
812.txt,0.0,6,0.0,8
813.txt,0.0,3,0.0,11
814.txt,0.0,6,0.0,11
815.txt,0.0,6,0.0,13
816.txt,0.0,8,0.0,10
817.txt,0.0,5,0.0,12
818.txt,0.0,6,0.0,10
819.txt,0.0,6,0.0,12
82.txt,0.0,8,0.0,10
820.txt,1.0371208190917969,7,0.0,9
821.txt,0.0,8,0.0,10
822.txt,0.0,4,0.0,11
823.txt,0.0,8,0.0,12
824.txt,0.0,6,0.0,10
825.txt,0.0,8,0.0,11
826.txt,0.0,7,0.0,12
827.txt,0.0,9,0.0,12
828.txt,0.0,7,0.0,13
829.txt,0.0,7,0.0,13
83.txt,0.0,3,0.0,11
830.txt,0.0,5,1.0001659393310547,9
