file,executionTime,steps,executionTimeIcycle,stepsIcycle
831.txt,0.0,6,0.0,11
832.txt,0.0,4,0.0,15
833.txt,0.0,7,0.0,12
834.txt,0.0,7,0.0,10
835.txt,0.0,5,0.0,13
836.txt,0.0,11,0.0,15
837.txt,0.0,7,0.0,12
838.txt,0.0,9,0.0,13
839.txt,0.0,7,0.0,12
84.txt,0.0,7,0.0,13
840.txt,0.0,4,0.0,10
841.txt,0.0,7,0.0,12
842.txt,0.9999275207519531,9,0.0,10
843.txt,0.0,9,0.0,14
844.txt,0.0,6,0.0,12
845.txt,0.0,9,0.0,12
846.txt,0.0,10,0.0,10
847.txt,0.0,8,1.001596450805664,12
848.txt,0.0,8,1.0020732879638672,12
849.txt,0.0,2,0.0,10
85.txt,0.0,8,0.0,10
850.txt,0.0,3,0.0,11
851.txt,0.0,8,0.0,12
852.txt,0.0,6,0.0,10
853.txt,0.0,7,0.0,10
854.txt,0.0,7,0.0,11
855.txt,0.0,6,0.0,10
856.txt,0.0,5,0.0,12
857.txt,0.0,9,0.0,10
858.txt,0.0,6,0.0,6
859.txt,0.0,7,0.0,11
86.txt,0.0,6,0.0,10
860.txt,0.0,11,0.0,11
861.txt,0.0,3,0.0,12
862.txt,0.0,7,0.0,7
863.txt,0.0,5,0.0,12
864.txt,0.0,1,0.0,11
865.txt,0.0,3,0.0,13
866.txt,0.0,9,0.0,12
867.txt,0.0,6,0.0,11
868.txt,0.0,7,0.0,11
869.txt,0.0,8,1.0046958923339844,9
87.txt,0.0,6,0.0,10
870.txt,0.0,8,0.0,11
871.txt,0.0,2,0.0,13
872.txt,0.0,8,1.0001659393310547,12
873.txt,0.0,4,0.0,10
874.txt,0.0,3,0.0,15
875.txt,0.0,7,0.0,12
876.txt,0.0,8,0.0,8
877.txt,0.0,2,0.0,12
878.txt,0.0,6,0.0,12
879.txt,0.0,9,0.0,13
88.txt,0.0,7,0.0,12
880.txt,0.0,8,0.0,12
881.txt,0.0,6,0.0,9
882.txt,0.0,6,0.0,10
884.txt,0.0,6,1.0361671447753906,9
885.txt,0.0,5,0.0,12
886.txt,0.0,5,0.0,11
887.txt,1.0371208190917969,5,0.0,12
888.txt,0.0,6,0.0,12
889.txt,0.0,8,0.0,10
89.txt,0.0,7,0.0,8
890.txt,0.0,4,0.0,8
891.txt,0.0,4,0.0,14
892.txt,0.0,3,0.0,9
893.txt,0.0,5,0.0,9
894.txt,0.0,7,0.0,11
895.txt,0.0,8,0.0,14
896.txt,0.0,12,0.0,14
897.txt,0.9629726409912109,6,0.0,11
898.txt,0.5564689636230469,5,0.9832382202148438,9
899.txt,0.0,4,0.0,9
9.txt,0.0,6,0.0,11
90.txt,0.0,9,0.0,10
900.txt,0.0,6,0.0,14
901.txt,0.0,3,0.0,10
902.txt,0.0,6,0.0,6
903.txt,0.0,7,0.0,10
904.txt,0.0,3,0.0,11
905.txt,0.0,3,0.0,9
906.txt,0.0,10,0.0,12
907.txt,0.0,5,0.0,8
908.txt,0.0,5,0.0,15
909.txt,0.9949207305908203,9,0.0,13
91.txt,0.0,5,0.0,10
910.txt,0.0,5,1.0044574737548828,9
911.txt,0.0,7,0.0,12
912.txt,0.0,8,0.0,9
913.txt,0.0,4,0.0,12
914.txt,0.0,3,0.0,11
915.txt,0.0,7,1.0056495666503906,14
917.txt,0.0,7,0.0,12
918.txt,0.0,5,0.0,12
919.txt,0.0,9,0.0,13
92.txt,0.0,6,0.0,6
920.txt,0.0,8,0.0,11
921.txt,0.0,9,0.0,12
922.txt,0.0,3,0.0,12
923.txt,0.0,8,0.0,10
924.txt,0.0,6,0.0,11
925.txt,1.0497570037841797,8,0.0,13
926.txt,0.0,4,0.0,13
928.txt,0.0,10,0.0,14
929.txt,0.0,7,0.0,14
93.txt,0.0,5,0.0,12
930.txt,0.0,7,0.0,11
931.txt,0.0,7,0.0,10
932.txt,0.0,7,0.0,11
933.txt,0.0,9,0.0,9
934.txt,0.0,7,0.0,10
935.txt,0.0,8,0.0,8
936.txt,0.0,5,0.0,9
937.txt,0.0,8,0.0,14
938.txt,0.0,9,0.0,14
939.txt,0.0,7,0.0,14
94.txt,0.0,4,0.0,13
940.txt,0.0,7,1.001596450805664,12
941.txt,0.0,8,0.0,11
942.txt,0.0,4,0.0,9
943.txt,0.0,8,0.0,11
944.txt,0.0,7,0.0,13
946.txt,0.0,6,0.0,19
947.txt,0.0,7,0.0,12
948.txt,0.0,4,1.007080078125,12
949.txt,0.0,8,0.0,11
95.txt,0.0,5,0.0,11
950.txt,0.0,2,0.0,10
951.txt,0.0,8,0.0,11
952.txt,0.6289482116699219,5,0.0,11
953.txt,0.0,4,0.0,9
954.txt,0.0,6,0.0,8
955.txt,0.0,7,0.0,13
956.txt,0.0,5,0.0,10
957.txt,1.0139942169189453,5,0.0,11
958.txt,0.0,6,0.0,11
959.txt,0.0,6,0.0,15
96.txt,0.0,5,0.0,11
960.txt,0.0,8,0.0,12
961.txt,0.0,8,0.0,11
962.txt,0.0,7,0.0,11
963.txt,0.0,4,0.0,12
964.txt,0.0,7,0.0,10
966.txt,0.0,6,0.0,12
967.txt,0.0,9,0.0,10
968.txt,0.0,4,0.0,12
969.txt,0.0,7,0.0,11
97.txt,0.0,3,0.0,9
970.txt,0.0,3,1.0004043579101562,13
971.txt,0.0,8,0.0,11
972.txt,0.0,4,0.0,14
973.txt,0.0,7,0.0,9
974.txt,0.0,5,0.0,10
975.txt,1.0004043579101562,5,0.0,11
976.txt,0.0,8,0.0,12
977.txt,0.0,10,0.0,13
978.txt,0.0,3,0.0,9
979.txt,0.0,6,1.0056495666503906,14
98.txt,0.0,5,0.0,9
980.txt,0.0,7,0.0,12
981.txt,0.0,7,0.0,10
982.txt,0.9996891021728516,4,0.0,11
983.txt,0.0,5,0.0,10
984.txt,0.0,6,0.0,12
985.txt,0.0,11,0.0,12
986.txt,0.0,5,0.0,13
987.txt,0.0,8,0.0,10
988.txt,0.0,6,0.0,13
989.txt,0.0,6,0.0,9
99.txt,0.0,6,0.0,9
990.txt,0.0,6,0.0,8
991.txt,0.0,5,0.0,13
992.txt,0.0,5,0.0,9
993.txt,0.0,8,0.0,10
994.txt,0.0,9,0.0,9
995.txt,0.0,9,0.0,17
996.txt,0.0,4,0.0,13
997.txt,0.0,7,0.0,13
998.txt,0.0,7,0.0,11
999.txt,0.0,7,0.0,12
